date,store,product,category,quantity_sold,price_per_unit,discount_applied,total_sales,returned
2023-09-25,Cerritos,Banana Ketchup,Condiments,1,1.29,0.0,1.29,0
2023-07-20,San Diego,Banana Ketchup,Condiments,7,9.89,0.99,69.23,0
2023-10-26,San Diego,Banana Ketchup,Condiments,1,1.0,0.05,1.0,0
2023-07-14,San Diego,Tocino,Frozen Goods,2,6.57,0.0,13.14,0
2023-03-26,San Diego,Bagoong,Condiments,2,5.14,0.0,10.28,0
2023-09-26,Cerritos,Banana Ketchup,Condiments,2,14.65,0.0,29.3,0
2023-07-04,Cerritos,SkyFlakes,Snacks,5,13.97,0.0,69.85,0
2023-06-02,San Diego,Pandesal,Dry Goods,8,2.38,0.36,19.04,0
2023-06-02,Cerritos,Pandesal,Dry Goods,1,1.29,0.0,1.29,0
2023-11-25,Las Vegas,Soy Sauce,Condiments,2,3.28,0.0,6.56,0
2023-07-22,San Diego,Pandesal,Dry Goods,2,7.78,0.0,15.56,0
2023-01-28,Cerritos,Instant Noodles,Dry Goods,5,8.69,0.43,43.45,1
2023-05-21,Las Vegas,Ube Ice Cream,Frozen Goods,1,10.72,1.07,10.72,0
2023-01-12,Cerritos,Dried Fish,Dry Goods,7,8.67,0.0,60.69,0
2023-09-30,Las Vegas,Longganisa,Frozen Goods,1,11.53,0.0,11.53,0
2023-09-03,San Diego,Rice,Dry Goods,2,13.05,0.0,26.1,0
2023-09-02,Las Vegas,Longganisa,Frozen Goods,2,1.05,0.0,2.1,0
2023-02-14,Las Vegas,Chippy,Snacks,3,11.85,1.18,35.55,0
2023-06-02,Las Vegas,Polvoron,Snacks,2,14.69,0.0,29.38,0
2023-09-04,Las Vegas,Ube Ice Cream,Frozen Goods,4,4.39,0.22,17.56,0
2023-06-29,San Diego,Dried Fish,Dry Goods,6,13.4,1.34,80.4,0
2023-05-19,Cerritos,Banana Ketchup,Condiments,1,12.71,0.0,12.71,0
2023-02-17,San Diego,Rice,Dry Goods,5,11.49,0.0,57.45,0
2023-10-03,San Diego,Rice,Dry Goods,3,8.61,0.86,25.83,0
2023-04-09,Las Vegas,Frozen Lumpia,Frozen Goods,3,9.73,0.0,29.19,0
2023-12-23,Las Vegas,Ube Ice Cream,Frozen Goods,2,6.54,0.98,13.08,0
2023-01-17,Cerritos,Instant Noodles,Dry Goods,1,5.62,0.0,5.62,0
2023-03-27,San Diego,Dried Fish,Dry Goods,4,8.9,1.34,35.6,0
2023-10-09,San Diego,Dried Fish,Dry Goods,4,14.68,1.47,58.72,0
2023-03-20,Las Vegas,Bagoong,Condiments,2,14.41,0.0,28.82,0
2023-03-16,Las Vegas,Tocino,Frozen Goods,2,11.7,0.0,23.4,0
2023-06-29,Cerritos,Chippy,Snacks,1,2.04,0.0,2.04,0
2023-03-08,Cerritos,Frozen Lumpia,Frozen Goods,4,2.92,0.29,11.68,0
2023-01-17,Las Vegas,Bagoong,Condiments,1,13.22,0.66,13.22,0
2023-11-24,San Diego,Dried Fish,Dry Goods,4,12.87,0.64,51.48,0
2023-06-10,Las Vegas,Chippy,Snacks,2,11.12,0.0,22.24,0
2023-10-19,Cerritos,Instant Noodles,Dry Goods,2,12.23,0.61,24.46,0
2023-03-19,Las Vegas,Rice,Dry Goods,4,13.92,0.0,55.68,1
2023-01-24,Cerritos,Instant Noodles,Dry Goods,4,2.59,0.0,10.36,0
2023-11-08,Cerritos,Vinegar,Condiments,2,12.93,0.0,25.86,0
2023-11-19,San Diego,Polvoron,Snacks,3,1.4,0.0,4.2,0
2023-05-27,Cerritos,Ube Ice Cream,Frozen Goods,3,10.43,0.0,31.29,0
2023-12-14,Las Vegas,Chippy,Snacks,0,2.09,0.0,0.0,0
2023-02-16,Las Vegas,Bagoong,Condiments,3,5.81,0.0,17.43,0
2023-04-01,Las Vegas,Instant Noodles,Dry Goods,4,1.55,0.23,6.2,0
2023-05-18,San Diego,Bagoong,Condiments,1,9.48,0.0,9.48,0
2023-09-30,Las Vegas,Polvoron,Snacks,4,11.0,0.55,44.0,0
2023-10-26,Cerritos,Soy Sauce,Condiments,3,14.18,0.0,42.54,0
2023-01-26,Cerritos,Vinegar,Condiments,3,10.51,0.0,31.53,0
2023-09-29,San Diego,Polvoron,Snacks,2,1.18,0.12,2.36,0
2023-05-30,Las Vegas,Banana Ketchup,Condiments,3,14.88,2.23,44.64,0
2023-04-29,Las Vegas,Ube Ice Cream,Frozen Goods,3,5.6,0.0,16.8,0
2023-01-08,San Diego,Soy Sauce,Condiments,3,5.7,0.0,17.1,0
2023-04-18,San Diego,Frozen Lumpia,Frozen Goods,3,3.97,0.0,11.91,0
2023-09-02,Cerritos,Ube Ice Cream,Frozen Goods,4,1.74,0.17,6.96,0
2023-04-06,Las Vegas,Instant Noodles,Dry Goods,1,1.46,0.0,1.46,0
2023-06-23,Las Vegas,SkyFlakes,Snacks,7,8.86,0.0,62.02,0
2023-04-23,Las Vegas,SkyFlakes,Snacks,3,11.88,0.0,35.64,0
2023-03-21,Las Vegas,Rice,Dry Goods,2,13.94,0.0,27.88,0
2023-03-28,Cerritos,Longganisa,Frozen Goods,4,10.4,0.0,41.6,0
2023-04-19,Las Vegas,Pandesal,Dry Goods,3,11.71,0.59,35.13,0
2023-06-21,San Diego,Polvoron,Snacks,1,6.98,0.0,6.98,1
2023-06-13,San Diego,Instant Noodles,Dry Goods,4,2.34,0.0,9.36,0
2023-12-28,Las Vegas,Bagoong,Condiments,4,8.07,1.21,32.28,0
2023-01-22,San Diego,Dried Fish,Dry Goods,4,10.58,0.0,42.32,0
2023-03-03,San Diego,Dried Fish,Dry Goods,1,14.58,0.0,14.58,0
2023-01-22,Cerritos,Banana Ketchup,Condiments,2,12.06,0.6,24.12,0
2023-08-16,Cerritos,Tocino,Frozen Goods,6,2.48,0.0,14.88,0
2023-04-13,Cerritos,Vinegar,Condiments,3,5.78,0.0,17.34,0
2023-10-13,Las Vegas,Bagoong,Condiments,3,3.72,0.0,11.16,0
2023-03-01,San Diego,Polvoron,Snacks,2,3.96,0.4,7.92,0
2023-03-01,Cerritos,Longganisa,Frozen Goods,3,9.86,0.0,29.58,0
2023-04-04,Cerritos,Rice,Dry Goods,2,4.94,0.49,9.88,0
2023-04-04,San Diego,Tocino,Frozen Goods,2,13.76,0.69,27.52,0
2023-10-29,Cerritos,Rice,Dry Goods,5,7.85,0.0,39.25,0
2023-05-25,San Diego,Soy Sauce,Condiments,6,13.2,1.32,79.2,0
2023-01-13,Cerritos,Chippy,Snacks,3,11.41,0.0,34.23,0
2023-06-24,San Diego,Chippy,Snacks,2,1.61,0.0,3.22,0
2023-10-04,Las Vegas,Dried Fish,Dry Goods,5,2.42,0.0,12.1,0
2023-06-20,San Diego,Vinegar,Condiments,4,7.52,0.0,30.08,0
2023-01-02,San Diego,Dried Fish,Dry Goods,3,14.8,0.0,44.4,0
2023-03-22,Cerritos,Banana Ketchup,Condiments,4,3.54,0.0,14.16,0
2023-03-11,Las Vegas,Vinegar,Condiments,3,1.09,0.0,3.27,1
2023-06-28,Cerritos,Chippy,Snacks,4,12.44,0.0,49.76,0
2023-09-19,Las Vegas,Ube Ice Cream,Frozen Goods,2,5.04,0.0,10.08,0
2023-11-27,Las Vegas,Boy Bawang,Snacks,4,2.91,0.0,11.64,0
2023-11-03,Cerritos,SkyFlakes,Snacks,3,10.54,0.0,31.62,0
2023-06-25,Las Vegas,Vinegar,Condiments,2,12.62,1.26,25.24,0
2023-04-17,Las Vegas,Dried Fish,Dry Goods,1,3.96,0.0,3.96,0
2023-03-18,Las Vegas,Bagoong,Condiments,3,5.7,0.0,17.1,0
2023-09-14,Las Vegas,Dried Fish,Dry Goods,6,3.62,0.0,21.72,0
2023-12-15,San Diego,Dried Fish,Dry Goods,5,14.85,0.0,74.25,0
2023-11-08,Cerritos,Vinegar,Condiments,5,1.76,0.18,8.8,0
2023-08-16,San Diego,Dried Fish,Dry Goods,1,9.28,0.0,9.28,0
2023-05-11,San Diego,Rice,Dry Goods,2,10.15,0.0,20.3,0
2023-01-11,Las Vegas,Bagoong,Condiments,3,4.57,0.0,13.71,0
2023-01-03,Cerritos,Rice,Dry Goods,3,2.41,0.0,7.23,0
2023-03-28,Cerritos,Longganisa,Frozen Goods,3,5.05,0.0,15.15,0
2023-10-09,San Diego,Boy Bawang,Snacks,6,10.49,1.05,62.94,0
2023-08-03,Cerritos,Frozen Lumpia,Frozen Goods,2,9.14,0.0,18.28,0
2023-07-27,Las Vegas,Bagoong,Condiments,2,9.32,0.0,18.64,0
2023-01-26,San Diego,Chippy,Snacks,2,12.23,1.22,24.46,0
2023-02-09,San Diego,Frozen Lumpia,Frozen Goods,2,3.92,0.2,7.84,0
2023-10-29,Las Vegas,Chippy,Snacks,5,1.44,0.0,7.2,0
2023-10-06,Las Vegas,Instant Noodles,Dry Goods,3,7.59,0.0,22.77,0
2023-11-15,Cerritos,SkyFlakes,Snacks,6,4.65,0.0,27.9,0
2023-12-27,San Diego,Vinegar,Condiments,2,3.18,0.0,6.36,0
2023-11-07,Cerritos,Tocino,Frozen Goods,4,6.02,0.6,24.08,0
2023-07-26,San Diego,Banana Ketchup,Condiments,2,1.9,0.0,3.8,0
2023-09-15,Cerritos,Tocino,Frozen Goods,4,6.66,0.0,26.64,0
2023-10-15,San Diego,Vinegar,Condiments,3,3.86,0.0,11.58,0
2023-12-09,Cerritos,Longganisa,Frozen Goods,2,7.37,0.0,14.74,0
2023-11-22,Cerritos,Instant Noodles,Dry Goods,1,8.55,0.43,8.55,0
2023-09-13,San Diego,Ube Ice Cream,Frozen Goods,4,12.7,0.64,50.8,0
2023-08-28,Cerritos,Ube Ice Cream,Frozen Goods,1,2.32,0.0,2.32,0
2023-02-04,San Diego,Polvoron,Snacks,4,4.44,0.22,17.76,0
2023-02-18,Cerritos,Frozen Lumpia,Frozen Goods,2,13.9,0.0,27.8,0
2023-02-16,Las Vegas,SkyFlakes,Snacks,6,9.61,0.0,57.66,0
2023-10-25,Cerritos,Boy Bawang,Snacks,3,11.56,0.58,34.68,0
2023-06-16,San Diego,Frozen Lumpia,Frozen Goods,4,3.22,0.0,12.88,0
2023-06-19,Las Vegas,Tocino,Frozen Goods,2,2.01,0.1,4.02,0
2023-07-22,San Diego,Bagoong,Condiments,1,2.19,0.22,2.19,0
2023-10-28,Cerritos,SkyFlakes,Snacks,6,5.58,0.0,33.48,0
2023-02-25,Las Vegas,SkyFlakes,Snacks,2,9.24,0.92,18.48,0
2023-06-16,Las Vegas,Pandesal,Dry Goods,3,13.53,0.0,40.59,0
2023-12-07,San Diego,Soy Sauce,Condiments,2,1.4,0.0,2.8,0
2023-10-24,San Diego,Longganisa,Frozen Goods,1,12.72,0.0,12.72,0
2023-03-22,Cerritos,Polvoron,Snacks,2,9.69,0.0,19.38,0
2023-02-15,Cerritos,Longganisa,Frozen Goods,5,11.05,0.0,55.25,0
2023-08-16,Cerritos,Soy Sauce,Condiments,3,13.94,0.7,41.82,0
2023-12-20,Cerritos,Bagoong,Condiments,3,8.6,0.43,25.8,0
2023-12-05,Las Vegas,Dried Fish,Dry Goods,3,3.44,0.17,10.32,0
2023-08-11,Cerritos,Longganisa,Frozen Goods,5,8.82,0.0,44.1,0
2023-08-12,Las Vegas,Dried Fish,Dry Goods,1,12.55,0.0,12.55,0
2023-12-12,San Diego,Soy Sauce,Condiments,3,5.17,0.0,15.51,0
2023-07-24,Las Vegas,Banana Ketchup,Condiments,3,8.18,0.0,24.54,0
2023-04-06,San Diego,SkyFlakes,Snacks,3,11.7,0.0,35.1,0
2023-03-15,San Diego,SkyFlakes,Snacks,1,3.43,0.0,3.43,0
2023-10-29,Las Vegas,Ube Ice Cream,Frozen Goods,4,4.79,0.48,19.16,0
2023-05-02,Cerritos,Instant Noodles,Dry Goods,2,4.9,0.49,9.8,0
2023-05-10,Cerritos,Pandesal,Dry Goods,1,4.15,0.0,4.15,0
2023-05-27,Cerritos,Chippy,Snacks,2,12.2,0.0,24.4,0
2023-07-31,Las Vegas,Boy Bawang,Snacks,3,6.61,0.0,19.83,0
2023-11-07,Cerritos,Ube Ice Cream,Frozen Goods,2,10.31,0.52,20.62,0
2023-10-04,Las Vegas,Boy Bawang,Snacks,1,14.42,0.0,14.42,0
2023-09-25,Las Vegas,Rice,Dry Goods,4,8.74,0.0,34.96,0
2023-03-16,Cerritos,Bagoong,Condiments,1,5.35,0.8,5.35,0
2023-02-05,Cerritos,Pandesal,Dry Goods,4,2.5,0.0,10.0,0
2023-11-27,Cerritos,Vinegar,Condiments,1,13.41,0.0,13.41,0
2023-12-25,San Diego,Bagoong,Condiments,10,12.89,0.0,128.9,0
2023-06-22,Cerritos,Banana Ketchup,Condiments,1,8.09,0.81,8.09,0
2023-03-29,San Diego,Banana Ketchup,Condiments,4,8.27,0.0,33.08,0
2023-05-10,Las Vegas,Longganisa,Frozen Goods,4,11.05,0.0,44.2,0
2023-08-04,Las Vegas,Rice,Dry Goods,1,4.96,0.0,4.96,0
2023-03-15,San Diego,Boy Bawang,Snacks,3,4.02,0.4,12.06,0
2023-09-24,Las Vegas,Chippy,Snacks,4,10.89,1.63,43.56,0
2023-11-17,Las Vegas,Tocino,Frozen Goods,2,1.39,0.14,2.78,0
2023-10-16,Cerritos,Ube Ice Cream,Frozen Goods,1,6.97,0.35,6.97,0
2023-09-01,Cerritos,Rice,Dry Goods,4,14.75,0.74,59.0,0
2023-02-16,Cerritos,Soy Sauce,Condiments,0,3.36,0.17,0.0,0
2023-09-12,San Diego,Rice,Dry Goods,1,13.89,0.0,13.89,0
2023-05-21,San Diego,Soy Sauce,Condiments,1,7.5,0.0,7.5,0
2023-11-08,San Diego,SkyFlakes,Snacks,1,2.54,0.0,2.54,0
2023-07-14,San Diego,Boy Bawang,Snacks,3,14.64,0.0,43.92,0
2023-08-11,Las Vegas,SkyFlakes,Snacks,1,10.65,1.6,10.65,0
2023-10-13,Cerritos,Ube Ice Cream,Frozen Goods,1,8.92,0.0,8.92,0
2023-09-15,Cerritos,Tocino,Frozen Goods,5,14.68,0.0,73.4,0
2023-02-16,Las Vegas,Soy Sauce,Condiments,3,1.56,0.0,4.68,0
2023-03-06,Cerritos,Banana Ketchup,Condiments,2,6.89,0.0,13.78,0
2023-01-25,Cerritos,Chippy,Snacks,5,9.98,1.5,49.9,0
2023-01-29,Las Vegas,Instant Noodles,Dry Goods,2,8.85,1.33,17.7,0
2023-09-07,Cerritos,Banana Ketchup,Condiments,4,9.21,0.0,36.84,0
2023-06-04,San Diego,Bagoong,Condiments,4,14.64,0.0,58.56,0
2023-03-17,Cerritos,Longganisa,Frozen Goods,6,8.62,1.29,51.72,0
2023-01-01,Las Vegas,Banana Ketchup,Condiments,5,7.78,0.39,38.9,0
2023-03-21,San Diego,Pandesal,Dry Goods,0,5.8,0.87,0.0,0
2023-09-25,Cerritos,Frozen Lumpia,Frozen Goods,2,3.38,0.0,6.76,0
2023-09-19,Cerritos,Frozen Lumpia,Frozen Goods,2,5.62,0.0,11.24,0
2023-11-23,Cerritos,Boy Bawang,Snacks,2,10.98,0.0,21.96,0
2023-07-11,San Diego,Rice,Dry Goods,3,8.36,0.0,25.08,0
2023-05-09,Las Vegas,Pandesal,Dry Goods,5,10.17,0.0,50.85,0
2023-04-05,Cerritos,Soy Sauce,Condiments,2,3.4,0.0,6.8,0
2023-02-15,Las Vegas,Instant Noodles,Dry Goods,2,9.59,0.0,19.18,0
2023-06-27,Las Vegas,Frozen Lumpia,Frozen Goods,2,13.4,0.0,26.8,0
2023-08-07,Las Vegas,SkyFlakes,Snacks,2,2.57,0.13,5.14,0
2023-03-29,San Diego,Soy Sauce,Condiments,4,1.03,0.0,4.12,0
2023-08-31,Las Vegas,SkyFlakes,Snacks,1,2.74,0.27,2.74,0
2023-08-11,Cerritos,SkyFlakes,Snacks,3,5.46,0.0,16.38,0
2023-12-16,Cerritos,SkyFlakes,Snacks,3,7.08,0.0,21.24,0
2023-05-06,Cerritos,Frozen Lumpia,Frozen Goods,4,7.59,0.0,30.36,0
2023-09-18,San Diego,SkyFlakes,Snacks,1,8.06,0.81,8.06,0
2023-10-09,Cerritos,Chippy,Snacks,5,8.96,0.0,44.8,0
2023-06-02,San Diego,Boy Bawang,Snacks,3,1.07,0.0,3.21,0
2023-11-23,Las Vegas,Dried Fish,Dry Goods,5,12.97,0.0,64.85,0
2023-08-06,San Diego,Bagoong,Condiments,2,7.48,0.0,14.96,0
2023-06-09,Cerritos,Bagoong,Condiments,6,4.28,0.0,25.68,0
2023-07-27,Las Vegas,Instant Noodles,Dry Goods,1,1.65,0.0,1.65,0
2023-08-25,San Diego,Longganisa,Frozen Goods,0,10.45,1.04,0.0,0
2023-03-10,San Diego,Longganisa,Frozen Goods,4,3.08,0.15,12.32,0
2023-11-29,Cerritos,Longganisa,Frozen Goods,2,9.13,0.0,18.26,0
2023-01-30,Cerritos,Frozen Lumpia,Frozen Goods,2,3.96,0.0,7.92,0
2023-03-11,Las Vegas,Frozen Lumpia,Frozen Goods,1,3.61,0.18,3.61,0
2023-04-08,San Diego,Boy Bawang,Snacks,4,11.34,1.7,45.36,0
2023-09-03,Las Vegas,Rice,Dry Goods,2,9.42,0.47,18.84,0
2023-10-31,San Diego,Boy Bawang,Snacks,5,9.7,0.0,48.5,0
2023-03-22,Cerritos,Rice,Dry Goods,4,8.46,0.0,33.84,0
2023-06-19,San Diego,Dried Fish,Dry Goods,0,5.53,0.0,0.0,0
2023-05-26,San Diego,Instant Noodles,Dry Goods,2,8.24,0.0,16.48,0
2023-02-24,Las Vegas,Boy Bawang,Snacks,7,7.43,0.0,52.01,0
2023-09-11,San Diego,Dried Fish,Dry Goods,2,7.71,0.77,15.42,0
2023-04-18,Cerritos,Rice,Dry Goods,4,1.71,0.0,6.84,0
2023-07-03,Las Vegas,Polvoron,Snacks,3,8.14,0.81,24.42,0
2023-03-24,Las Vegas,Vinegar,Condiments,4,12.66,0.0,50.64,0
2023-09-28,Las Vegas,Boy Bawang,Snacks,4,7.03,0.0,28.12,0
2023-06-24,Cerritos,Boy Bawang,Snacks,3,11.14,0.0,33.42,1
2023-09-05,Las Vegas,Banana Ketchup,Condiments,3,5.99,0.0,17.97,0
2023-10-22,Cerritos,Instant Noodles,Dry Goods,4,12.94,0.0,51.76,0
2023-08-03,Las Vegas,Bagoong,Condiments,7,3.25,0.16,22.75,0
2023-07-10,Cerritos,Soy Sauce,Condiments,3,9.78,0.0,29.34,0
2023-02-05,San Diego,Ube Ice Cream,Frozen Goods,3,3.47,0.0,10.41,0
2023-10-25,Las Vegas,Ube Ice Cream,Frozen Goods,0,1.1,0.16,0.0,0
2023-09-11,Las Vegas,Vinegar,Condiments,2,5.83,0.0,11.66,0
2023-04-11,Las Vegas,Banana Ketchup,Condiments,2,4.01,0.0,8.02,0
2023-05-27,Cerritos,Polvoron,Snacks,2,14.44,1.44,28.88,0
2023-11-16,Cerritos,Vinegar,Condiments,6,11.84,0.0,71.04,0
2023-02-23,San Diego,Boy Bawang,Snacks,2,8.29,0.0,16.58,0
2023-12-04,Las Vegas,Soy Sauce,Condiments,4,11.47,1.15,45.88,0
2023-04-17,San Diego,SkyFlakes,Snacks,3,12.64,0.0,37.92,0
2023-05-19,San Diego,Dried Fish,Dry Goods,3,12.66,0.0,37.98,0
2023-03-05,Las Vegas,Chippy,Snacks,3,6.06,0.3,18.18,0
2023-09-09,Cerritos,Chippy,Snacks,4,3.18,0.0,12.72,0
2023-08-12,Las Vegas,Dried Fish,Dry Goods,2,2.29,0.0,4.58,0
2023-10-08,Las Vegas,Ube Ice Cream,Frozen Goods,2,9.63,0.0,19.26,0
2023-06-13,Las Vegas,Bagoong,Condiments,4,12.99,0.0,51.96,0
2023-07-19,San Diego,Rice,Dry Goods,4,6.19,0.31,24.76,0
2023-05-06,Las Vegas,Longganisa,Frozen Goods,2,2.69,0.27,5.38,0
2023-10-05,Cerritos,Polvoron,Snacks,6,1.65,0.0,9.9,0
2023-04-22,Cerritos,Instant Noodles,Dry Goods,3,4.41,0.0,13.23,0
2023-03-20,San Diego,Soy Sauce,Condiments,5,13.81,0.0,69.05,0
2023-02-14,Cerritos,Frozen Lumpia,Frozen Goods,2,6.25,0.31,12.5,0
2023-01-13,Cerritos,Boy Bawang,Snacks,3,13.45,0.0,40.35,0
2023-10-03,San Diego,Polvoron,Snacks,3,5.86,0.0,17.58,0
2023-08-09,Las Vegas,Dried Fish,Dry Goods,3,11.63,0.0,34.89,0
2023-04-03,San Diego,Tocino,Frozen Goods,1,9.42,0.0,9.42,0
2023-10-19,Las Vegas,Vinegar,Condiments,2,14.35,1.44,28.7,0
2023-03-22,Cerritos,Frozen Lumpia,Frozen Goods,0,14.07,0.0,0.0,0
2023-06-05,Las Vegas,Rice,Dry Goods,5,2.87,0.0,14.35,0
2023-05-22,San Diego,Longganisa,Frozen Goods,1,14.22,0.0,14.22,0
2023-02-24,San Diego,Banana Ketchup,Condiments,2,13.89,1.39,27.78,0
2023-10-11,Las Vegas,Longganisa,Frozen Goods,3,14.15,0.0,42.45,0
2023-12-07,Las Vegas,Longganisa,Frozen Goods,2,3.07,0.0,6.14,0
2023-12-21,Las Vegas,Chippy,Snacks,3,5.56,0.0,16.68,0
2023-06-29,Las Vegas,Dried Fish,Dry Goods,2,1.25,0.0,2.5,0
2023-11-06,Cerritos,Ube Ice Cream,Frozen Goods,4,7.96,0.0,31.84,0
2023-07-27,Las Vegas,Pandesal,Dry Goods,2,3.01,0.0,6.02,0
2023-04-22,Las Vegas,Ube Ice Cream,Frozen Goods,6,10.03,0.0,60.18,0
2023-08-12,Las Vegas,Vinegar,Condiments,5,4.38,0.0,21.9,0
2023-10-06,San Diego,Soy Sauce,Condiments,4,1.99,0.1,7.96,0
2023-09-07,Cerritos,Vinegar,Condiments,5,13.54,1.35,67.7,0
2023-06-09,Las Vegas,Bagoong,Condiments,0,2.26,0.0,0.0,0
2023-06-22,Cerritos,Tocino,Frozen Goods,4,14.18,1.42,56.72,0
2023-11-30,Las Vegas,Boy Bawang,Snacks,3,14.77,0.0,44.31,0
2023-06-24,San Diego,Vinegar,Condiments,1,11.68,0.0,11.68,0
2023-01-06,Cerritos,Frozen Lumpia,Frozen Goods,2,4.17,0.0,8.34,0
2023-12-21,San Diego,Boy Bawang,Snacks,4,8.84,0.0,35.36,0
2023-09-09,San Diego,Tocino,Frozen Goods,3,2.71,0.0,8.13,0
2023-12-20,Cerritos,Soy Sauce,Condiments,3,7.5,0.38,22.5,0
2023-12-22,Las Vegas,Pandesal,Dry Goods,5,3.97,0.0,19.85,0
2023-05-09,San Diego,SkyFlakes,Snacks,6,13.2,0.0,79.2,0
2023-11-06,Las Vegas,Pandesal,Dry Goods,2,5.46,0.82,10.92,0
2023-01-23,Cerritos,Longganisa,Frozen Goods,2,4.88,0.0,9.76,0
2023-08-22,Cerritos,Bagoong,Condiments,2,12.48,0.0,24.96,0
2023-03-17,Las Vegas,Dried Fish,Dry Goods,0,7.74,0.0,0.0,0
2023-10-09,Cerritos,Soy Sauce,Condiments,2,9.29,0.46,18.58,0
2023-01-17,Cerritos,Tocino,Frozen Goods,8,10.76,1.61,86.08,0
2023-06-09,Las Vegas,Instant Noodles,Dry Goods,2,4.12,0.21,8.24,0
2023-07-22,Las Vegas,Tocino,Frozen Goods,3,9.8,0.49,29.4,0
2023-03-09,Cerritos,SkyFlakes,Snacks,6,14.52,0.0,87.12,0
2023-07-30,Las Vegas,Longganisa,Frozen Goods,2,5.08,0.0,10.16,0
2023-07-29,San Diego,Chippy,Snacks,0,5.38,0.0,0.0,0
2023-02-28,San Diego,Chippy,Snacks,2,10.14,0.0,20.28,0
2023-03-02,Cerritos,Bagoong,Condiments,4,7.87,0.0,31.48,0
2023-05-11,Cerritos,Chippy,Snacks,2,10.63,1.59,21.26,0
2023-05-12,San Diego,Instant Noodles,Dry Goods,5,8.17,0.0,40.85,0
2023-03-06,Las Vegas,Frozen Lumpia,Frozen Goods,2,7.39,0.0,14.78,0
2023-08-06,San Diego,Bagoong,Condiments,3,5.0,0.5,15.0,0
2023-07-25,San Diego,Vinegar,Condiments,4,5.28,0.53,21.12,0
2023-12-29,San Diego,Chippy,Snacks,4,11.95,0.0,47.8,0
2023-11-11,San Diego,Rice,Dry Goods,2,8.22,0.0,16.44,0
2023-01-07,Cerritos,Dried Fish,Dry Goods,4,4.55,0.46,18.2,0
2023-03-05,San Diego,Vinegar,Condiments,0,3.86,0.0,0.0,0
2023-09-28,Cerritos,Vinegar,Condiments,6,14.48,0.0,86.88,0
2023-08-03,Cerritos,Dried Fish,Dry Goods,6,12.99,0.0,77.94,0
2023-02-06,San Diego,Dried Fish,Dry Goods,3,11.45,1.14,34.35,0
2023-12-16,San Diego,Ube Ice Cream,Frozen Goods,3,4.45,0.0,13.35,0
2023-08-13,San Diego,Polvoron,Snacks,1,1.5,0.15,1.5,0
2023-10-18,San Diego,Boy Bawang,Snacks,2,14.72,0.0,29.44,0
2023-01-13,Cerritos,Frozen Lumpia,Frozen Goods,4,4.9,0.0,19.6,0
2023-03-30,Las Vegas,Polvoron,Snacks,2,6.98,0.0,13.96,0
2023-09-10,San Diego,SkyFlakes,Snacks,6,6.63,0.0,39.78,0
2023-12-27,Cerritos,Ube Ice Cream,Frozen Goods,3,11.77,0.59,35.31,0
2023-03-08,Las Vegas,Longganisa,Frozen Goods,4,11.71,1.17,46.84,0
2023-02-06,Las Vegas,Dried Fish,Dry Goods,2,1.13,0.0,2.26,0
2023-05-29,Las Vegas,Vinegar,Condiments,4,1.13,0.0,4.52,0
2023-08-27,Las Vegas,Boy Bawang,Snacks,1,9.31,0.0,9.31,0
2023-06-17,Las Vegas,Longganisa,Frozen Goods,6,2.25,0.0,13.5,0
2023-09-23,Las Vegas,Frozen Lumpia,Frozen Goods,8,11.82,0.0,94.56,0
2023-04-22,Las Vegas,Rice,Dry Goods,1,14.52,0.0,14.52,0
2023-11-10,Las Vegas,Instant Noodles,Dry Goods,2,9.2,0.0,18.4,0
2023-04-11,San Diego,Rice,Dry Goods,0,1.9,0.0,0.0,0
2023-05-02,San Diego,Longganisa,Frozen Goods,5,6.73,0.0,33.65,0
2023-01-14,San Diego,Chippy,Snacks,0,3.14,0.0,0.0,0
2023-04-13,Las Vegas,Pandesal,Dry Goods,2,3.68,0.37,7.36,0
2023-07-29,Cerritos,Boy Bawang,Snacks,4,12.86,0.0,51.44,0
2023-02-15,San Diego,Ube Ice Cream,Frozen Goods,7,14.5,0.0,101.5,0
2023-11-29,Las Vegas,Banana Ketchup,Condiments,2,5.86,0.59,11.72,0
2023-11-27,Las Vegas,Longganisa,Frozen Goods,2,5.56,0.0,11.12,0
2023-08-01,Cerritos,Tocino,Frozen Goods,3,7.37,0.37,22.11,0
2023-12-12,Las Vegas,SkyFlakes,Snacks,0,8.58,1.29,0.0,0
2023-01-03,Cerritos,Ube Ice Cream,Frozen Goods,8,11.29,0.0,90.32,0
2023-11-17,Las Vegas,Soy Sauce,Condiments,3,12.44,0.0,37.32,0
2023-02-14,San Diego,Boy Bawang,Snacks,3,5.53,0.0,16.59,0
2023-07-09,Las Vegas,Rice,Dry Goods,1,10.27,0.0,10.27,0
2023-07-02,Cerritos,Pandesal,Dry Goods,4,10.2,0.0,40.8,0
2023-09-07,Cerritos,Dried Fish,Dry Goods,4,5.41,0.0,21.64,0
2023-12-20,Las Vegas,Longganisa,Frozen Goods,4,8.16,0.0,32.64,0
2023-12-28,Las Vegas,Polvoron,Snacks,1,3.19,0.0,3.19,0
2023-07-15,San Diego,SkyFlakes,Snacks,3,13.33,0.0,39.99,0
2023-11-13,Las Vegas,Bagoong,Condiments,0,2.5,0.0,0.0,0
2023-03-13,San Diego,Vinegar,Condiments,1,7.62,0.0,7.62,0
